symbol,archetype,readiness,q1_status,q2_status,q3_status,q4_status,q5_status,q6_status,q7_status,q8_status,challenge_status,core_decision,decision_contradiction,missing_data_count
MBS,SECURITIES,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
MBT,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
MCC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
MCF,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MCG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
MCH,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
MCM,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
MCO,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MCP,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
MDA,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
MDC,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
MDF,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
MDG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
MEC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MED,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
MEF,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
MEL,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
MES,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MFS,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
MGC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MGG,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MGR,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MH3,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MHC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
MHL,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
MIC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MIE,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
MIG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MKP,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MKV,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MLC,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
MLS,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
MML,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MNB,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MND,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MPC,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MPT,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
MPY,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
MQB,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
MQN,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
MSB,BANK,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
MSH,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
MSN,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MSR,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
MST,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MTA,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MTB,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MTG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
MTH,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MTL,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
MTP,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MTS,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
MTV,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
MVB,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
MVC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
MVN,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
MWG,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
MZG,NORMAL_ENTERPRISE,PARTIAL,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
NAB,BANK,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
NAC,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NAF,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NAG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
NAP,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NAS,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
NAU,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NAV,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NAW,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NBB,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
NBC,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NBE,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NBP,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NBT,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
NBW,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
NCG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NCS,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NCT,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
ND2,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NDC,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
NDF,NORMAL_ENTERPRISE,INSUFFICIENT,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NDN,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NDP,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NDT,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
NDW,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NDX,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NED,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NET,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
NFC,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
NGC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
NHA,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
NHC,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
NHH,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
NHT,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
NHV,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NJC,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NKG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
NLG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NLS,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
NNC,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
NNT,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
NO1,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
NOS,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NQB,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NQN,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NRC,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NSC,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
NSG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NSH,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
NSL,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
NSS,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NST,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NT2,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
NTC,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
NTH,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
NTL,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
NTP,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
NTT,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
NTW,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
